movie_UiD,title,genres
40650,Shock and Awe: The Story of Electricity,documentary
40651,Tortured,"crime, thriller"
40652,Disfigured,drama
40653,Godzilla: Tokyo S.O.S. (Gojira tai Mosura tai Mekagojira: TÃ´kyÃ´ S.O.S.),"action, fantasy, sci-fi"
40654,Macbeth,drama
40655,Science and Islam,documentary
40656,Ostia,(no genres listed)
40657,Gambit,"comedy, crime"
40658,Order and Disorder,documentary
40659,"Masquerade (Gwanghai, Wangyidoen namja)",drama
40660,Marc Maron: Thinky Pain,comedy
40661,Such Hawks Such Hounds,documentary
40662,"Story of Science, The",documentary
40663,Lessons of a Dream (Der ganz groÃe Traum),drama
40664,Bay Rong,action
40665,Beatdown,"action, crime, thriller"
40666,You May Not Kiss the Bride,"action, comedy, crime, romance"
40667,Bad Chicken,comedy
40668,"Selfish Giant, The",drama
40669,Changing Sides (De l'autre cÃ´tÃ© du lit),comedy
40670,London - The Modern Babylon,documentary
40671,La discrÃ¨te,"drama, romance"
40672,Bekas,drama
40673,"Touch of Sin, A (Tian zhu ding)",drama
40674,More Than Honey,documentary
40675,"Man Who Captured Eichmann, The","drama, war"
40676,"Patriots, The (Patriotes, Les)",thriller
40677,A Kid in Aladdin's Palace,"adventure, children"
40678,Looking for Lenny,documentary
40679,One Hundredth of a Second,"drama, war"
40680,Beau Brummel,"drama, romance"
40681,Red Garters,"comedy, musical, western"
40682,Les Formidables (Gang-jeok),"action, adventure, crime"
40683,How I Live Now,"action, drama, thriller"
40684,Girl Most Likely,comedy
40685,Hours,"drama, thriller"
40686,Free The Mind,documentary
40687,Pieta,drama
40688,Stuck,documentary
40689,Errors of the Human Body,"drama, sci-fi, thriller"
40690,Root of All Evil?,documentary
40691,What If ...,drama
40692,Aziz Ansari: Buried Alive,comedy
40693,Aziz Ansari: Dangerously Delicious,comedy
40694,24 Hours on Craigslist,documentary
40695,Clandestine Childhood,drama
40696,Libre Ã©change,comedy
40697,Free Radicals:  A History of Experimental Film,documentary
40698,"Reformer and the Redhead, The","comedy, romance"
40699,Great Expectations,drama
40700,$50K and a Call Girl: A Love Story,drama
40701,Somm,documentary
40702,Amber Alert,thriller
40703,Free Birds,"action, adventure, animation, children, comedy, sci-fi"
40704,Godzilla Against MechaGodzilla (Gojira tai Mekagojira),"action, sci-fi, thriller"
40705,Latitude Zero (Ido zero daisakusen),"action, adventure, sci-fi"
40706,3 Little Ninjas and the Lost Treasure,action
40707,"Day Lincoln Was Shot, The",drama
40708,Beautiful Dreamer: Brian Wilson and the Story of 'Smile',documentary
40709,Because You're Mine,"comedy, musical"
40710,Bed & Breakfast: Love is a Happy Accident (Bed & Breakfast),"comedy, romance"
40711,"Crew, The","drama, thriller"
40712,Breathing Fire,action
40713,Bailey's Billion$ (Bailey's Billions) (Bailey),"children, comedy"
40714,"Castle of the Living Dead (Castello Dei Morti Vivi, Il)","horror, sci-fi, thriller"
40715,"Sword and the Dragon, The (Ilya Muromets)","adventure, fantasy"
40716,"Day The Earth Froze, The (Sampo)","adventure, fantasy"
40717,Silmido,"action, drama, war"
40718,Snowball Effect: The Story of 'Clerks',documentary
40719,In Tranzit,"drama, war"
40720,Paris Follies,comedy
40721,Viceroy's House,drama
40722,"Breed, The","action, adventure, horror"
40723,Beautiful Wave,"adventure, drama"
40724,Things We Do For Love (Kaikella rakkaudella),drama
40725,Muscle Shoals,documentary
40726,"Hollow Crown, The",drama
40727,So Young (Zhi wo men zhong jiang shi qu de qing chun),drama
40728,Up in the World,comedy
40729,Different from You and Me (Anders als du und ich),drama
40730,"Starving Games, The",comedy
40731,W.C. Fields and Me,drama
40732,Outside the Law,action
40733,Apache Territory,"action, western"
40734,Holes in My Shoes,documentary
40735,Apartment 4E,"drama, mystery"
40736,Lumihiutalemuodostelma,"comedy, drama"
40737,"Super Cops, The","action, comedy, crime, drama, thriller"
40738,Panic Button,"horror, thriller"
40739,Painless (Insensibles),"fantasy, horror, mystery, war"
40740,"Lords of Discipline, The",thriller
40741,Won Ton Ton: The Dog Who Saved Hollywood,comedy
40742,"Beings (Fairy King of Ar, The)","adventure, children, fantasy"
40743,A Bucket of Blood,"comedy, horror, thriller"
40744,Buttcrack,"comedy, horror"
40745,Card Subject To Change,documentary
40746,Stephen Tobolowsky's Birthday Party,"comedy, documentary, drama"
40747,"Wonderful Crook, The (Pas si mÃ©chant que Ã§a)","crime, drama, romance"
40748,Le convoyeur,"crime, drama, thriller"
40749,"Conclave, The",drama
40750,Making the Boys,documentary
40751,Seduced and Abandoned,"comedy, documentary"
40752,A Walk in the Sun,drama
40753,Absent (Ausente),"drama, thriller"
40754,"Institute, The",documentary
40755,Dreamworld,"comedy, drama, romance"
40756,Chasing Ghosts: Beyond the Arcade,documentary
40757,Chillers,horror
40758,For Those in Peril,drama
40759,Philomena,"comedy, drama"
40760,Chicago Overcoat,"action, drama"
40761,Metal Brothers (Mammas pojkar),comedy
40762,"Tiger from Tjampa, The (Harimau Tjampa)",drama
40763,Curse of the Oily Man (Sumpah orang minyak),"drama, fantasy, thriller"
40764,"Fiancee, The (Parineeta)",drama
40765,Female Fight Club,action
40766,Aningaaq,drama
40767,"White Shadow, The",drama
40768,One Piece Film Z,"action, adventure, animation, fantasy"
40769,Caught Inside,"action, adventure, horror, thriller"
40770,All Mine to Give,"drama, romance"
40771,China O'Brien,action
40772,"Scarlet Letter, The (Der scharlachrote Buchstabe)",drama
40773,"Girl From Nowhere, The","drama, romance"
40774,"Magic Voyage of Sindbad, The (Sadko)","adventure, fantasy"
40775,"Chameleon, The",drama
40776,"Enemies of Reason, The",documentary
40777,World War II: When Lions Roared,"drama, war"
40778,"Dyatlov Pass Incident, The (Devil's Pass)","mystery, thriller"
40779,"It's the Easter Beagle, Charlie Brown!","animation, children, comedy"
40780,Vali,"action, drama"
40781,De la servitude moderne,documentary
40782,WikiRebels: The Documentary,documentary
40783,Beyond the Time Barrier,sci-fi
40784,"Flight That Disappeared, The","adventure, fantasy, sci-fi"
40785,"Crystal Ball, The",comedy
40786,Chocchan's Story (Chocchan monogatari),"animation, drama, war"
40787,Dominion Tank Police (Dominion),"action, animation, comedy, sci-fi"
40788,Louise by the Shore,animation
40789,Flesh,drama
40790,Charlie Countryman,"action, comedy, romance"
40791,Back to the USSR - takaisin Ryssiin,"comedy, drama"
40792,Bad Biology,"comedy, fantasy, thriller"
40793,Krrish 3,"action, adventure, fantasy, sci-fi"
40794,Once Upon a Scoundrel,comedy
40795,Emotion,"comedy, horror"
40796,Tales from the Organ Trade,"crime, documentary"
40797,Bells of Capistrano,western
40798,Berlin Express,"crime, drama, film-noir, thriller"
40799,"Happy Poet, The","comedy, drama, romance"
40800,Red Flag,"comedy, drama, romance"
40801,Breakout,action
40802,Plankton,horror
40803,Shatter Dead,horror
40804,The Club,horror
40805,"Christmas Party, The (Joulubileet)",comedy
40806,End of the World,"mystery, sci-fi, thriller"
40807,My Louisiana Sky,drama
40808,Julie & Jack,"romance, sci-fi"
40809,Z.P.G.,"sci-fi, thriller"
40810,Twice Born (Venuto al mondo),"drama, romance, war"
40811,"Day of the Doctor, The","adventure, drama, sci-fi"
40812,"Story of Esther Costello, The",drama
40813,"Somewhat Gentle Man, A (En ganske snill mann)","comedy, crime, drama"
40814,Guilty of Romance (Koi no tsumi),"crime, drama, horror"
40815,Club Fed,comedy
40816,Crackerjack,action
40817,Crime Wave,"adventure, comedy"
40818,"Wankers, The (Les branleuses)",documentary
40819,Apollo Zero,documentary
40820,Zero 2,"comedy, thriller"
40821,JosÃ© and Pilar (JosÃ© e Pilar),documentary
40822,Crocodile,"horror, thriller"
40823,"Mating of Millie, The","comedy, romance"
40824,"Ninja, A Band of Assassins (Shinobi No Mono)","action, drama"
40825,"Ferryman, The","fantasy, horror, thriller"
40826,"Strange Case of Dr. Jekyll and Miss Osbourne, The (Dr. Jekyll and His Women) (Docteur Jekyll et les femmes)",horror
40827,Disco Godfather,"action, crime, drama"
40828,Babysitter's Black Book,"drama, thriller"
40829,Crisis: Behind a Presidential Commitment,documentary
40830,"China Lake Murders, The","drama, thriller"
40831,9 Month Stretch (9 mois ferme),comedy
40832,"Galaxy Invader, The",sci-fi
40833,Marfa Girl,drama
40834,Bad Girls Go To Hell,drama
40835,Thankskilling,"comedy, horror"
40836,ThanksKilling 3,"comedy, horror"
40837,"Stranger, The (Straniero, Lo)",drama
40838,Circles (Krugovi),drama
40839,Mr. Morgan's Last Love,"comedy, drama"
40840,"MisÃ©rables in Concert, Les","drama, musical"
40841,Shed No Tears (KÃ¤nn ingen sorg),"drama, musical, romance"
40842,Trigun: Badlands Rumble,"action, animation, sci-fi, western"
40843,"Wind Journeys, The (Viajes del viento, Los)",drama
40844,Homefront,"action, crime, thriller"
40845,Cut and Run (Inferno in diretta),"adventure, horror, thriller"
40846,Cyberjack (Virtual Assassin),"action, sci-fi"
40847,Love Life (Liebesleben),drama
40848,Marriage Material,drama
40849,Shadows of a Hot Summer (StÃ­ny horkÃ©ho lÃ©ta),"drama, thriller"
40850,Scissere,drama
40851,7th Cavalry (Seventh Cavalry),western
40852,"Deeper Shade of Blue, A",documentary
40853,Amen,drama
40854,Mandela: Long Walk to Freedom,drama
40855,Gamera: The Giant Monster (DaikaijÃ» Gamera),sci-fi
40856,"Tale of Zatoichi, The (ZatÃ´ichi monogatari) (ZatÃ´ichi 1)",drama
40857,"Tale of Zatoichi Continues, The (Zoku ZatÃ´ichi monogatari) (ZatÃ´ichi 2)","action, drama"
40858,Angels Sing,"comedy, drama"
40859,Amen,"drama, musical"
40860,Violette,drama
40861,Concrete Night (BetoniyÃ¶),drama
40862,Days Of Darkness,horror
40863,Breaking the Girls,"crime, thriller"
40864,Grave Encounters 2,horror
40865,Evangelion: 3.0 You Can (Not) Redo,"action, animation, drama"
40866,My Piece of the Pie (Ma part du gÃ¢teau),"comedy, drama"
40867,Fright Night 2: New Blood,horror
40868,Sweetwater,"thriller, western"
40869,All is Bright,"comedy, drama"
40870,True Heart,"adventure, children, drama"
40871,Tim's Vermeer,documentary
40872,After Tiller,documentary
40873,Lovecraft: Fear of the Unknown,documentary
40874,Stuck Between Stations,"comedy, drama, romance"
40875,Gamera vs. Barugon,"action, fantasy, sci-fi"
40876,Rouva presidentti,documentary
40877,New Tale of Zatoichi (Shin ZatÃ´ichi monogatari) (ZatÃ´ichi 3),"action, drama"
40878,Zatoichi the Fugitive (ZatÃ´ichi kyÃ´jÃ´-tabi) (ZatÃ´ichi 4),"action, drama"
40879,RoboGeisha (Robo-geisha),"action, comedy, sci-fi"
40880,The Dancer,drama
40881,"War Between Men and Women, The",comedy
40882,"April Fools, The","comedy, drama, romance"
40883,Captain Abu Raed,drama
40884,"Man You Had in Mind, The",documentary
40885,"Cosmonaut, The","drama, sci-fi"
40886,Young & Beautiful,drama
40887,"Life and Adventures of Santa Claus, The","animation, children"
40888,Carmina or Blow Up (Carmina o revienta),"comedy, drama"
40889,Malta G.C.,"documentary, war"
40890,Cousin Angelica (La prima AngÃ©lica),drama
40891,Baboona,"adventure, documentary"
40892,Stakeout on Dope Street,"crime, drama"
40893,Zatoichi Goes to the Fire Festival (ZatÃ´ichi abare-himatsuri) (ZatÃ´ichi 21),"action, drama"
40894,"Challenger Disaster, The",drama
40895,Linsanity,documentary
40896,Some Girl(s),"comedy, drama"
40897,MÃºsica Campesina (Country Music),"comedy, drama"
40898,"Christmas Carol, A","drama, fantasy"
40899,Open Grave,"horror, mystery, thriller"
40900,"Dead Next Door, The",horror
40901,Ski Patrol,"action, war"
40902,Sel8nne,documentary
40903,"Fourth Angel, The","action, drama, thriller"
40904,Young Love,"drama, romance"
40905,The Rat Race,"comedy, drama, romance"
40906,Six by Sondheim,documentary
40907,Straight from the Heart,"action, adventure, drama, romance, western"
40908,"Punk Singer, The",documentary
40909,"Dead Pit, The",horror
40910,Dead Set,"comedy, drama, horror"
40911,Dead Silence,"action, drama, thriller"
40912,Urusei Yatsura Movie 2: Beautiful Dreamer (Urusei Yatsura 2: ByÃ»tifuru dorÃ®mÃ¢),"animation, comedy, fantasy"
40913,I-See-You.Com,comedy
40914,Pianomania,documentary
40915,"Christmas Carol, A","animation, drama, fantasy"
40916,The Manchu Eagle Murder Caper Mystery,"comedy, crime, mystery, romance"
40917,"Christmas Carol: The Musical, A (Christmas Carol, A)","drama, fantasy, musical"
40918,"Fairly Odd Christmas, A","children, fantasy"
40919,Zatoichi on the Road (ZatÃ´ichi kenka-tabi) (ZatÃ´ichi 5),"action, drama"
40920,Geography Club,"comedy, drama, romance"
40921,Measuring the World (Die Vermessung der Welt),"adventure, drama"
40922,Three Stars,documentary
40923,"Noose, The (Petla)",drama
40924,Sambizanga,drama
40925,My Amityville Horror,documentary
40926,Dead Weekend,"comedy, sci-fi"
40927,"Fairly Odd Movie: Grow Up, Timmy Turner!, A","children, fantasy"
40928,"Armstrong Lie, The",documentary
40929,"Blood Relatives (Liens de sang, Les)","crime, drama, mystery, thriller"
40930,"Adventure in Space and Time, An",drama
40931,Mountaintop Motel Massacre,"horror, thriller"
40932,Kinbaku,documentary
40933,Cockpit,comedy
40934,Last Winter (L'hiver dernier),drama
40935,"Frozen Dead, The","horror, sci-fi"
40936,Captive Women (1000 Years from Now) (3000 A.D.),sci-fi
40937,"Boy and the Pirates, The","adventure, fantasy"
40938,Zatoichi and the Chest of Gold (ZatÃ´ichi senryÃ´-kubi) (ZatÃ´ichi 6),"action, drama"
40939,Zatoichi's Flashing Sword (ZatÃ´ichi abare tako) (ZatÃ´ichi 7),"action, drama"
40940,Ways to Live Forever,"children, drama"
40941,La Rabbia,documentary
40942,Visions of Europe,"comedy, drama"
40943,Ghetto (Vilniaus Getas),war
40944,"Battle of amfAR, The",documentary
40945,Blue Sunshine,"horror, thriller"
40946,Adventures of Zatoichi (ZatÃ´ichi sekisho yaburi) (ZatÃ´ichi 9),"action, drama"
40947,Edmund Kean: Prince Among Lovers (Kean),drama
40948,Is the Man Who Is Tall Happy?,"animation, documentary"
40949,Reel Rock 8,documentary
40950,Reel Rock 7,documentary
40951,Outbound (Periferic),"action, drama"
40952,All Things to All Men,"crime, thriller"
40953,"Outsider, The","action, crime, drama"
40954,"Truth About Emanuel, The","drama, thriller"
40955,Midnight Clear,drama
40956,The Nutcracker in 3D,"action, children, fantasy, musical"
40957,"Everything, Everything","drama, romance"
40958,"Wipers Times, The",war
40959,"Storm in Summer, A",drama
40960,Deadbolt,thriller
40961,"Deadly Spawn, The","horror, sci-fi"
40962,Deadly Surveillance,"action, drama, thriller"
40963,Those Daring Young Men in Their Jaunty Jalopies,"adventure, comedy, crime, romance"
40964,Rhythm of a Crime (Ritam zlocina),"crime, drama"
40965,Cowboy del Amor,documentary
40966,Gregoire Moulin vs. Humanity (GrÃ©goire Moulin contre l'humanitÃ©),"comedy, romance"
40967,"Curse of the Living Dead (a.k.a. Demoniacs, The) (DÃ©moniaques, Les)",horror
40968,"Night of the Hunted, The (Nuit des traquÃ©es, La)","horror, sci-fi"
40969,Island at War,"drama, war"
40970,Zatoichi and the Doomed Man (ZatÃ´ichi sakate giri) (ZatÃ´ichi 11),"action, drama"
40971,Zatoichi's Revenge (ZatÃ´ichi nidan-kiri) (ZatÃ´ichi 10),"action, drama"
40972,I Heart Monster Movies,"documentary, horror"
40973,Deadly Voyage,"drama, thriller"
40974,Decampitated,"comedy, horror"
40975,"Deep, The (DjÃºpiÃ°)",drama
40976,Lips of Blood (LÃ¨vres de sang),horror
40977,"Gentlemen Don't Eat Poets (Grotesque, The)","comedy, drama, horror"
40978,American Raspberry (Prime Time) (Funny America),comedy
40979,"Last Ride, The",drama
40980,Hava Nagila: The Movie,"comedy, documentary, musical"
40981,"Bling Ring, The",drama
40982,"Perfect Man, A",drama
40983,Gurren Lagann: Childhood's End (GekijÃ´ ban Tengen toppa guren ragan: Guren hen),"adventure, animation, drama, sci-fi, war"
40984,Gurren Lagann: The Lights in the Sky are Stars (GekijÃ´ ban Tengen toppa guren ragan: Ragan hen),"adventure, animation, drama, sci-fi, war"
40985,Una Noche,drama
40986,We are the tide,"drama, mystery, sci-fi"
40987,WW III: World War III (Der 3. Weltkrieg),"documentary, war"
40988,The Skeleton Dance,animation
40989,Ground Zero,thriller
40990,AquÃ­ Entre Nos (Between Us),"comedy, romance"
40991,Her Love Boils Bathwater,"comedy, drama"
40992,"Shiver of the Vampires, The (Frisson des vampires, Le)",horror
40993,"Sucker, The (Corniaud, Le)",comedy
40994,Dampfnudelblues,"comedy, crime"
40995,Zatoichi and the Chess Expert (ZatÃ´ichi Jigoku tabi) (ZatÃ´ichi 12),"action, drama"
40996,Zatoichi's Vengeance (ZatÃ´ichi no uta ga kikoeru) (ZatÃ´ichi 13),"action, drama"
40997,Zatoichi's Pilgrimage (ZatÃ´ichi umi o wataru) (ZatÃ´ichi 14),"action, drama"
40998,Escape Fire: The Fight to Rescue American Healthcare,documentary
40999,Killing Lincoln,"drama, war"
41000,Good Ol' Freda,documentary
41001,Call Me Crazy: A Five Film,drama
41002,What If... (An...),"drama, romance"
41003,Unbeatable (Ji zhan),"action, drama"
41004,Sarah Silverman:  We Are Miracles,comedy
